time,frequency,confidence
112.820,327.027,0.433938
112.830,245.954,0.478517
112.840,246.790,0.711796
112.850,247.892,0.773446
112.860,248.403,0.854910
112.870,250.140,0.914183
112.880,251.756,0.902903
112.890,252.756,0.926611
112.900,253.668,0.944053
112.910,253.191,0.937175
112.920,252.212,0.898305
112.930,250.977,0.906063
112.940,249.918,0.879831
112.950,249.208,0.821185
112.960,248.784,0.782704
112.970,248.461,0.822475
112.980,249.008,0.715122
112.990,250.626,0.666292
113.000,248.539,0.734290
113.010,247.217,0.584205
113.020,246.114,0.597713
113.030,245.535,0.468644
113.040,245.637,0.644555
113.050,246.355,0.392748
113.060,247.785,0.472992
113.070,249.107,0.483082
113.080,250.652,0.285576
113.090,251.391,0.298214
113.100,252.096,0.308501
113.110,250.896,0.343018
113.120,246.653,0.552752
113.130,246.530,0.374398
113.140,317.193,0.378626
113.150,318.254,0.432084
113.160,314.589,0.374112
113.170,314.668,0.343383
113.180,314.556,0.339574
113.190,318.321,0.274241
113.200,302.730,0.209115
113.210,323.948,0.037206
113.220,317.864,0.035207
113.230,319.225,0.453671
113.240,311.481,0.185628
113.250,322.848,0.448957
113.260,318.757,0.594063
113.270,320.054,0.732689
113.280,319.593,0.845852
113.290,320.570,0.893809
113.300,321.989,0.921321
113.310,321.934,0.930548
113.320,323.795,0.938014
113.330,323.877,0.937380
113.340,323.027,0.931690
113.350,322.644,0.936446
113.360,322.546,0.935045
113.370,322.416,0.922306
113.380,323.845,0.929962
113.390,324.909,0.895354
113.400,323.583,0.701011
113.410,327.957,0.548078
113.420,328.767,0.467319
113.430,317.621,0.444905
113.440,313.437,0.637777
113.450,313.273,0.632743
113.460,312.350,0.817477
113.470,313.498,0.854073
113.480,313.981,0.864604
113.490,313.735,0.862136
113.500,314.084,0.796373
113.510,313.789,0.837716
113.520,314.062,0.855944
113.530,314.169,0.762923
113.540,312.134,0.741879
113.550,312.935,0.487445
113.560,307.312,0.464047
113.570,352.263,0.476850
113.580,356.970,0.608764
113.590,355.272,0.692180
113.600,354.519,0.442564
113.610,356.870,0.550358
113.620,311.686,0.403038
113.630,311.972,0.741085
113.640,314.076,0.811581
113.650,314.053,0.827080
113.660,315.284,0.717796
113.670,312.714,0.498431
113.680,313.470,0.402923
113.690,359.470,0.364601
113.700,315.724,0.562220
113.710,316.035,0.650778
113.720,361.197,0.499162
113.730,362.635,0.413670
113.740,360.106,0.676380
113.750,361.326,0.747530
113.760,359.233,0.822332
113.770,361.156,0.835932
113.780,360.668,0.845646
113.790,362.896,0.873385
113.800,361.429,0.866265
113.810,362.377,0.825900
113.820,360.980,0.831804
113.830,362.567,0.847236
113.840,361.555,0.884761
113.850,364.155,0.890723
113.860,363.980,0.877039
113.870,365.043,0.887918
113.880,365.645,0.884292
113.890,364.993,0.859245
113.900,363.807,0.776749
113.910,365.269,0.743496
113.920,363.378,0.650202
113.930,365.427,0.699260
113.940,364.178,0.699233
113.950,366.166,0.780578
113.960,364.123,0.810536
113.970,365.351,0.800653
113.980,362.900,0.860338
113.990,363.876,0.774760
114.000,362.265,0.847530
114.010,364.155,0.846137
114.020,363.155,0.879556
114.030,365.966,0.923124
114.040,365.054,0.903025
114.050,367.037,0.939946
114.060,366.403,0.947217
114.070,367.362,0.947387
114.080,366.872,0.961280
114.090,366.988,0.961422
114.100,365.878,0.943552
114.110,363.784,0.903955
114.120,361.203,0.870588
114.130,358.295,0.752836
114.140,352.415,0.638847
114.150,349.811,0.629146
114.160,351.110,0.624954
114.170,323.428,0.248222
114.180,320.995,0.307368
114.190,349.635,0.191044
114.200,324.670,0.235453
114.210,333.057,0.364248
114.220,337.217,0.378371
114.230,348.646,0.432354
114.240,348.315,0.431378
114.250,351.050,0.469291
114.260,347.999,0.420008
114.270,330.554,0.582038
114.280,328.321,0.808286
114.290,326.983,0.887179
114.300,325.759,0.891499
114.310,324.202,0.904144
114.320,324.208,0.898471
114.330,324.923,0.852478
114.340,325.147,0.879697
114.350,325.101,0.852172
114.360,324.796,0.844755
114.370,324.264,0.838753
114.380,321.829,0.736304
114.390,320.242,0.724046
114.400,320.216,0.759567
114.410,319.289,0.738007
114.420,319.869,0.670338
114.430,320.699,0.706644
114.440,321.299,0.791173
114.450,322.264,0.803494
114.460,322.789,0.846102
114.470,323.363,0.876845
114.480,324.348,0.882771
114.490,325.034,0.863989
114.500,325.582,0.871531
114.510,325.618,0.847274
114.520,324.147,0.734715
114.530,322.454,0.709422
114.540,320.629,0.700157
114.550,319.012,0.599026
114.560,315.851,0.317944
114.570,318.742,0.159983
114.580,322.612,0.353773
114.590,322.724,0.833056
114.600,323.333,0.862181
114.610,322.952,0.750751
114.620,331.214,0.643570
114.630,330.223,0.795994
114.640,328.597,0.864701
114.650,327.830,0.921854
114.660,327.489,0.936073
114.670,328.665,0.889919
114.680,328.532,0.850335
114.690,325.777,0.833737
114.700,325.521,0.827227
114.710,328.668,0.813716
114.720,331.772,0.805209
114.730,332.090,0.699591
114.740,338.111,0.537852
114.750,344.188,0.674647
114.760,347.205,0.633758
114.770,354.085,0.520867
114.780,360.118,0.688695
114.790,363.184,0.581650
114.800,367.455,0.451858
114.810,122.711,0.375192
114.820,122.693,0.636747
114.830,365.512,0.319488
114.840,361.836,0.259542
114.850,354.663,0.371718
114.860,317.042,0.524662
114.870,320.789,0.553571
114.880,317.014,0.637986
114.890,316.835,0.626164
114.900,315.907,0.521213
114.910,316.717,0.217256
114.920,636.850,0.065738
114.930,658.667,0.076848
114.940,643.884,0.100806
114.950,643.270,0.124910
114.960,645.701,0.117111
114.970,650.195,0.083859
114.980,657.513,0.090598
114.990,663.349,0.099546
115.000,689.076,0.027202
115.010,341.428,0.094927
115.020,334.900,0.107502
115.030,659.373,0.071142
115.040,651.835,0.107205
115.050,650.727,0.123556
115.060,646.131,0.152499
115.070,650.888,0.145100
115.080,597.332,0.048884
115.090,295.326,0.053396
115.100,622.777,0.072861
115.110,632.705,0.078986
115.120,596.078,0.107533
115.130,595.774,0.071471
115.140,595.122,0.062173
115.150,395.782,0.085331
115.160,394.560,0.088435
115.170,659.622,0.091238
115.180,1831.722,0.049751
115.190,655.952,0.062345
115.200,631.315,0.120456
115.210,657.748,0.093791
115.220,633.744,0.061710
115.230,647.477,0.092047
115.240,653.228,0.114653
115.250,695.207,0.048569
115.260,653.770,0.093471
115.270,653.004,0.100179
115.280,651.016,0.076474
115.290,350.391,0.136797
115.300,395.574,0.394875
115.310,404.072,0.496579
115.320,408.212,0.754354
115.330,409.915,0.880628
115.340,408.717,0.942988
115.350,408.424,0.964131
115.360,407.705,0.954115
115.370,407.394,0.947009
115.380,406.409,0.918902
115.390,405.543,0.872473
115.400,404.645,0.852290
115.410,403.307,0.864282
115.420,403.061,0.842645
115.430,403.241,0.773837
115.440,404.075,0.749705
115.450,404.503,0.713500
115.460,404.632,0.708876
115.470,404.230,0.741715
115.480,404.828,0.759801
115.490,405.229,0.778920
115.500,406.415,0.797965
115.510,406.765,0.779066
115.520,407.047,0.707434
115.530,407.678,0.654863
115.540,406.958,0.599690
115.550,406.467,0.619697
115.560,405.663,0.685634
115.570,403.672,0.746961
115.580,400.970,0.792759
115.590,398.781,0.716157
115.600,392.362,0.755710
115.610,385.217,0.667609
115.620,378.827,0.615709
115.630,371.106,0.703275
115.640,363.740,0.762680
115.650,359.343,0.784015
115.660,357.831,0.822579
115.670,355.267,0.824167
115.680,354.365,0.806808
115.690,356.392,0.859047
115.700,355.410,0.877385
115.710,355.250,0.906875
115.720,356.276,0.904479
115.730,356.667,0.926906
115.740,357.253,0.937970
115.750,358.226,0.937370
115.760,358.367,0.925107
115.770,359.101,0.911758
115.780,358.134,0.936196
115.790,359.025,0.908531
115.800,358.563,0.897093
115.810,359.744,0.793655
115.820,360.062,0.719435
115.830,363.268,0.644961
115.840,361.399,0.572086
115.850,312.755,0.518259
115.860,360.030,0.500847
115.870,314.738,0.576796
115.880,316.589,0.432557
115.890,318.270,0.476840
115.900,339.466,0.401222
115.910,344.935,0.557123
115.920,341.490,0.581506
115.930,341.435,0.544471
115.940,323.669,0.524825
115.950,322.963,0.762618
115.960,323.496,0.805149
115.970,322.035,0.810550
115.980,316.395,0.635026
115.990,315.752,0.843750
116.000,313.977,0.794689
116.010,316.466,0.769505
116.020,318.543,0.679379
116.030,319.888,0.664779
116.040,265.937,0.540404
116.050,321.574,0.676959
116.060,321.104,0.646417
116.070,321.737,0.781878
116.080,322.943,0.830956
116.090,322.183,0.851025
116.100,324.234,0.873095
116.110,323.574,0.893060
116.120,323.357,0.911637
116.130,321.718,0.914816
116.140,322.151,0.925758
116.150,321.841,0.926286
116.160,321.883,0.920450
116.170,321.107,0.896873
116.180,321.448,0.889139
116.190,321.013,0.883054
116.200,320.223,0.865776
116.210,319.615,0.852704
116.220,319.288,0.744059
116.230,319.063,0.685630
116.240,269.665,0.588721
116.250,270.173,0.650843
116.260,270.213,0.713694
116.270,272.109,0.807770
116.280,271.658,0.840564
116.290,272.686,0.814056
116.300,272.248,0.852869
116.310,271.720,0.754869
116.320,330.920,0.703540
116.330,331.281,0.697177
116.340,330.863,0.695076
116.350,330.055,0.776455
116.360,328.925,0.833185
116.370,327.064,0.816291
116.380,326.056,0.865741
116.390,324.936,0.914401
116.400,324.942,0.917570
116.410,323.985,0.944362
116.420,324.861,0.905276
116.430,325.145,0.857277
116.440,326.885,0.793393
116.450,327.249,0.745276
116.460,328.663,0.733020
116.470,328.525,0.759051
116.480,272.375,0.718090
116.490,272.869,0.707166
116.500,273.482,0.772822
116.510,327.360,0.628698
116.520,274.116,0.645743
116.530,327.293,0.720027
116.540,326.397,0.769375
116.550,327.233,0.767088
116.560,326.365,0.764986
116.570,327.482,0.799466
116.580,327.227,0.814747
116.590,329.164,0.845665
116.600,329.587,0.842994
116.610,329.218,0.829058
116.620,328.690,0.820116
116.630,327.795,0.812622
116.640,327.986,0.808837
116.650,327.159,0.857670
116.660,327.090,0.865601
116.670,326.990,0.862846
116.680,326.871,0.882989
116.690,326.522,0.884113
116.700,325.920,0.894369
116.710,326.118,0.927318
116.720,325.448,0.933557
116.730,325.738,0.943890
116.740,325.173,0.939821
116.750,325.391,0.932437
116.760,325.533,0.925667
116.770,326.012,0.912834
116.780,326.281,0.911427
116.790,326.615,0.902121
116.800,327.071,0.893299
116.810,327.585,0.881306
116.820,328.070,0.850185
116.830,328.712,0.850321
116.840,330.187,0.877630
116.850,330.383,0.893428
116.860,330.797,0.884998
116.870,330.126,0.865194
116.880,329.558,0.883315
116.890,327.746,0.867882
116.900,325.014,0.882109
116.910,323.606,0.909065
116.920,318.582,0.864041
116.930,314.455,0.792820
116.940,308.980,0.652702
116.950,300.295,0.498230
116.960,272.455,0.588158
116.970,265.017,0.686809
116.980,257.139,0.803516
116.990,254.008,0.822668
117.000,251.679,0.866407
117.010,249.045,0.829519
117.020,250.178,0.849054
117.030,253.042,0.837271
117.040,254.512,0.878422
117.050,255.826,0.899698
117.060,258.304,0.892485
117.070,261.369,0.814888
117.080,265.272,0.768536
117.090,269.596,0.921883
117.100,271.749,0.949450
117.110,272.231,0.949239
117.120,273.221,0.929925
117.130,272.231,0.920638
117.140,271.838,0.948533
117.150,271.281,0.908130
117.160,270.440,0.892998
117.170,270.034,0.860134
117.180,270.228,0.910252
117.190,270.236,0.919761
117.200,270.301,0.926800
117.210,270.064,0.948328
117.220,271.147,0.946504
117.230,271.652,0.953491
117.240,271.619,0.948022
117.250,270.570,0.913293
117.260,269.545,0.936591
117.270,267.965,0.896076
117.280,265.939,0.923654
117.290,264.713,0.883622
117.300,261.648,0.876391
117.310,259.087,0.835177
117.320,254.242,0.826583
117.330,251.481,0.861992
117.340,250.937,0.901295
117.350,252.740,0.909134
117.360,253.834,0.919240
117.370,255.280,0.925931
117.380,256.027,0.944444
117.390,255.639,0.940542
117.400,255.469,0.928966
117.410,256.299,0.933748
117.420,257.602,0.916322
117.430,259.905,0.871452
117.440,262.444,0.845639
117.450,264.694,0.837838
117.460,265.010,0.812262
117.470,265.267,0.818784
117.480,266.244,0.799901
117.490,267.252,0.833080
117.500,268.442,0.837163
117.510,268.744,0.868875
117.520,269.422,0.845679
117.530,268.529,0.870760
117.540,267.962,0.873770
117.550,268.174,0.849906
117.560,268.829,0.896943
117.570,269.700,0.900308
117.580,270.321,0.918895
117.590,270.524,0.942896
117.600,270.006,0.934243
117.610,269.868,0.961934
117.620,269.537,0.957857
117.630,269.386,0.949332
117.640,270.464,0.935631
117.650,270.715,0.933464
117.660,270.774,0.924720
117.670,271.335,0.923427
117.680,271.295,0.899188
117.690,271.068,0.895826
117.700,271.181,0.881529
117.710,270.719,0.887580
117.720,271.225,0.848372
117.730,270.615,0.833626
117.740,270.467,0.817118
117.750,269.469,0.720394
117.760,222.391,0.727588
117.770,222.867,0.781706
117.780,222.337,0.716338
117.790,222.536,0.774039
117.800,222.395,0.745101
117.810,222.789,0.800809
117.820,222.501,0.742579
117.830,223.033,0.755763
117.840,223.310,0.620615
117.850,223.022,0.696038
117.860,223.112,0.724546
117.870,222.301,0.587622
117.880,222.567,0.632023
117.890,222.004,0.494484
117.900,221.934,0.502632
117.910,313.523,0.484776
117.920,220.315,0.549283
117.930,220.404,0.612232
117.940,220.674,0.640607
117.950,220.694,0.567739
117.960,220.036,0.489372
117.970,219.585,0.411559
117.980,297.176,0.345392
117.990,290.517,0.204945
118.000,274.723,0.327610
118.010,217.908,0.432258
118.020,213.113,0.533681
118.030,214.394,0.619765
118.040,214.531,0.580354
118.050,216.272,0.654906
118.060,215.777,0.655879
118.070,214.679,0.535333
118.080,217.834,0.587337
118.090,220.122,0.604348
118.100,222.523,0.570029
118.110,228.208,0.514729
118.120,235.019,0.651657
118.130,240.281,0.734275
118.140,245.476,0.826700
118.150,248.219,0.852966
118.160,249.749,0.879283
118.170,250.806,0.892005
118.180,249.170,0.843241
118.190,246.680,0.758605
118.200,243.240,0.847423
118.210,241.754,0.924412
118.220,240.719,0.881065
118.230,239.980,0.803177
118.240,238.215,0.821399
118.250,238.468,0.804220
118.260,241.161,0.816244
118.270,243.556,0.833471
118.280,243.444,0.806630
118.290,243.943,0.856026
118.300,243.979,0.876416
118.310,243.549,0.847641
118.320,243.787,0.867767
118.330,242.908,0.883241
118.340,240.421,0.901829
118.350,239.523,0.922191
118.360,238.494,0.898840
118.370,237.601,0.901345
118.380,237.731,0.892464
118.390,238.933,0.906798
118.400,239.692,0.901710
118.410,240.241,0.886449
118.420,241.987,0.896959
118.430,241.756,0.835265
118.440,240.956,0.701954
118.450,242.447,0.592524
118.460,211.596,0.458408
118.470,212.009,0.459967
118.480,243.643,0.519197
118.490,243.205,0.406823
118.500,243.993,0.515043
118.510,245.492,0.544489
118.520,244.182,0.579869
118.530,244.992,0.576592
118.540,245.500,0.712853
118.550,243.898,0.605547
118.560,243.415,0.575647
118.570,239.960,0.445281
118.580,212.442,0.364696
118.590,210.165,0.500760
118.600,209.549,0.532739
118.610,209.532,0.542313
118.620,208.418,0.538079
118.630,209.651,0.250135
118.640,241.392,0.163875
118.650,242.412,0.528505
118.660,241.322,0.214843
118.670,211.792,0.186253
118.680,206.926,0.382710
118.690,206.464,0.174230
118.700,207.844,0.195569
118.710,207.685,0.145054
118.720,208.049,0.084350
118.730,633.388,0.074119
118.740,633.509,0.083531
118.750,275.258,0.326022
118.760,276.550,0.465300
118.770,278.360,0.617824
118.780,279.359,0.859746
118.790,281.030,0.734288
118.800,282.334,0.748042
118.810,284.242,0.681964
118.820,285.293,0.628428
118.830,285.239,0.551980
118.840,285.457,0.600872
118.850,286.729,0.589708
118.860,288.874,0.586475
118.870,291.091,0.587185
118.880,291.794,0.494086
118.890,208.344,0.337734
118.900,293.739,0.346088
118.910,295.958,0.368410
118.920,301.424,0.456110
118.930,206.489,0.460842
118.940,206.816,0.555071
118.950,207.651,0.567037
118.960,208.445,0.507476
118.970,317.592,0.658176
118.980,321.008,0.830219
118.990,324.334,0.877867
119.000,326.309,0.873700
119.010,327.072,0.877318
119.020,327.286,0.904239
119.030,328.379,0.909560
119.040,329.734,0.952350
119.050,330.129,0.961623
119.060,328.982,0.940149
119.070,327.352,0.927900
119.080,325.150,0.903921
119.090,324.201,0.952248
119.100,324.293,0.957949
119.110,323.274,0.959110
119.120,323.055,0.956608
119.130,323.188,0.957280
119.140,323.984,0.937037
119.150,324.099,0.914726
119.160,324.328,0.896430
119.170,325.501,0.848050
119.180,327.398,0.865430
119.190,328.027,0.834939
119.200,327.554,0.810028
119.210,326.889,0.842765
119.220,325.755,0.887148
119.230,324.716,0.936649
119.240,324.331,0.945894
119.250,323.436,0.955399
119.260,322.399,0.951066
119.270,322.495,0.954058
119.280,322.474,0.951301
119.290,322.725,0.952926
119.300,323.286,0.959030
119.310,323.118,0.950549
119.320,322.509,0.950971
119.330,321.855,0.933184
119.340,321.725,0.922179
119.350,322.421,0.939575
119.360,322.838,0.945183
119.370,324.654,0.922898
119.380,327.491,0.932417
119.390,329.424,0.948349
119.400,330.167,0.966447
119.410,330.499,0.968646
119.420,330.090,0.956594
119.430,329.029,0.920121
119.440,327.146,0.885073
119.450,324.738,0.850750
119.460,323.493,0.911081
119.470,321.862,0.896305
119.480,320.489,0.876064
119.490,320.660,0.893928
119.500,321.549,0.903661
119.510,322.640,0.930510
119.520,323.845,0.942195
119.530,325.301,0.901682
119.540,326.457,0.920776
119.550,326.876,0.918164
119.560,327.468,0.893922
119.570,327.716,0.886554
119.580,326.983,0.884651
119.590,325.685,0.846227
119.600,323.964,0.857916
119.610,322.161,0.866571
119.620,321.771,0.869446
119.630,322.059,0.896229
119.640,322.681,0.906024
119.650,323.248,0.918131
119.660,324.088,0.900901
119.670,324.102,0.882574
119.680,324.733,0.863642
119.690,325.835,0.894043
119.700,326.619,0.917711
119.710,326.972,0.909880
119.720,327.344,0.906210
119.730,327.294,0.893041
119.740,326.574,0.857028
119.750,326.710,0.828490
119.760,326.363,0.791275
119.770,324.981,0.825372
119.780,324.273,0.890718
119.790,323.713,0.920371
119.800,323.733,0.923267
119.810,324.259,0.926957
119.820,324.416,0.914206
119.830,325.471,0.877152
119.840,326.778,0.883106
119.850,327.379,0.842971
119.860,327.485,0.733992
119.870,326.106,0.562715
119.880,204.665,0.458756
119.890,205.293,0.567865
119.900,206.278,0.619429
119.910,207.067,0.653540
119.920,207.526,0.672691
119.930,316.481,0.708037
119.940,317.226,0.813975
119.950,318.732,0.806332
119.960,320.584,0.849808
119.970,322.530,0.834104
119.980,323.643,0.796723
119.990,324.333,0.593889
120.000,208.722,0.677389
120.010,206.603,0.657701
120.020,205.327,0.528330
120.030,204.295,0.447241
120.040,319.065,0.629597
120.050,318.890,0.758231
120.060,319.386,0.826564
120.070,320.513,0.825747
120.080,321.617,0.831168
120.090,322.068,0.871468
120.100,322.885,0.905055
120.110,322.344,0.882210
120.120,322.707,0.849004
120.130,324.177,0.804137
120.140,325.465,0.805779
120.150,326.362,0.837584
120.160,325.750,0.756360
120.170,318.617,0.665855
120.180,317.171,0.769425
120.190,316.539,0.763749
120.200,319.688,0.757634
120.210,322.973,0.740189
120.220,324.496,0.515872
120.230,324.117,0.418908
120.240,324.360,0.337050
120.250,324.752,0.304689
120.260,325.507,0.251438
120.270,323.387,0.134890
120.280,647.553,0.109951
120.290,331.217,0.107721
120.300,329.157,0.084687
120.310,652.177,0.158697
120.320,651.661,0.147930
120.330,646.152,0.152593
120.340,643.987,0.202058
120.350,320.031,0.189120
120.360,642.831,0.083274
120.370,648.482,0.092220
120.380,647.884,0.074755
120.390,597.330,0.066964
120.400,398.118,0.055070
120.410,327.276,0.053771
120.420,327.985,0.067987
120.430,331.845,0.084605
120.440,623.170,0.053760
120.450,632.147,0.057037
120.460,636.235,0.067724
120.470,641.090,0.154614
120.480,644.513,0.150952
120.490,638.000,0.145175
120.500,639.076,0.143492
120.510,634.736,0.052077
120.520,1879.096,0.037003
120.530,942.426,0.067955
120.540,331.589,0.054954
120.550,327.220,0.087723
120.560,634.744,0.089726
120.570,648.520,0.045471
120.580,1874.675,0.172284
120.590,1882.879,0.159457
120.600,1860.253,0.116866
120.610,942.646,0.093101
120.620,324.370,0.024963
120.630,1035.308,0.025527
120.640,658.511,0.059735
120.650,641.446,0.100412
120.660,634.989,0.089690
120.670,32.006,0.012029
120.680,50.318,0.020929
120.690,32.028,0.023634
120.700,657.088,0.051386
120.710,649.857,0.099559
120.720,656.577,0.101168
120.730,690.515,0.070934
120.740,649.291,0.106480
120.750,649.634,0.128932
120.760,525.138,0.264744
120.770,510.357,0.438541
120.780,506.743,0.714453
120.790,506.817,0.835744
120.800,507.908,0.894015
120.810,508.015,0.881941
120.820,507.187,0.864959
120.830,505.067,0.869565
120.840,504.996,0.879310
120.850,506.462,0.910446
120.860,507.004,0.884787
120.870,505.792,0.861317
120.880,505.535,0.799986
120.890,508.190,0.742017
120.900,512.944,0.632960
120.910,519.148,0.546703
120.920,523.438,0.463882
120.930,525.956,0.583548
120.940,528.891,0.488755
120.950,536.716,0.298693
120.960,435.439,0.360486
120.970,432.853,0.597981
120.980,560.091,0.410485
120.990,562.706,0.686564
121.000,565.284,0.818385
121.010,566.429,0.800845
121.020,566.918,0.839729
121.030,565.940,0.835926
121.040,565.582,0.795845
121.050,566.906,0.683708
121.060,566.967,0.579714
121.070,565.721,0.486077
121.080,562.827,0.449466
121.090,556.384,0.392652
121.100,551.164,0.252598
121.110,435.040,0.282203
121.120,540.785,0.263862
121.130,535.751,0.389533
121.140,526.917,0.658225
121.150,521.684,0.744750
121.160,519.798,0.838021
121.170,513.498,0.767688
121.180,502.518,0.773900
121.190,495.470,0.850703
121.200,492.492,0.872413
121.210,490.064,0.926105
121.220,489.786,0.936791
121.230,489.403,0.942413
121.240,487.877,0.903844
121.250,486.208,0.910408
121.260,486.260,0.904293
121.270,486.049,0.901382
121.280,485.889,0.913333
121.290,487.282,0.889149
121.300,490.039,0.947019
121.310,492.235,0.933763
121.320,493.406,0.938287
121.330,494.984,0.954609
121.340,495.394,0.948705
121.350,494.793,0.945753
121.360,494.043,0.928815
121.370,493.601,0.901666
121.380,493.299,0.863651
121.390,493.745,0.883221
121.400,494.577,0.900901
121.410,494.895,0.894936
121.420,495.226,0.854216
121.430,495.274,0.861133
121.440,494.789,0.872583
121.450,494.422,0.871675
121.460,494.157,0.881892
121.470,494.473,0.899760
121.480,495.043,0.927017
121.490,495.642,0.956001
121.500,495.728,0.967287
121.510,495.625,0.969178
121.520,495.343,0.967942
121.530,494.527,0.966874
121.540,493.552,0.959721
121.550,493.335,0.955927
121.560,493.720,0.964993
121.570,494.059,0.971776
121.580,493.659,0.973902
121.590,493.231,0.962594
121.600,493.189,0.949617
121.610,492.862,0.933433
121.620,492.648,0.918299
121.630,492.133,0.900494
121.640,491.772,0.888393
121.650,491.960,0.838877
121.660,492.462,0.808336
121.670,493.072,0.770835
121.680,493.346,0.728240
121.690,493.455,0.709141
121.700,491.996,0.720297
121.710,491.278,0.805179
121.720,489.842,0.820694
121.730,488.936,0.842148
121.740,488.752,0.842109
121.750,490.051,0.840980
121.760,491.182,0.875540
121.770,491.232,0.868165
121.780,491.363,0.874564
121.790,490.846,0.809354
121.800,490.808,0.649415
121.810,491.700,0.644032
121.820,494.205,0.720165
121.830,495.581,0.856047
121.840,496.071,0.911613
121.850,495.797,0.949640
121.860,495.522,0.957679
121.870,495.364,0.956698
121.880,495.390,0.951335
121.890,495.428,0.947921
121.900,495.147,0.947862
121.910,494.416,0.948739
121.920,493.506,0.948956
121.930,492.445,0.929994
121.940,491.868,0.923590
121.950,491.334,0.928674
121.960,490.512,0.914941
121.970,490.454,0.893187
121.980,491.184,0.897807
121.990,491.758,0.856047
122.000,493.314,0.841763
122.010,494.308,0.874665
122.020,494.729,0.906131
122.030,495.046,0.940424
122.040,495.938,0.957659
122.050,496.398,0.964358
122.060,496.150,0.969219
122.070,495.802,0.963595
122.080,495.806,0.955487
122.090,495.651,0.917794
122.100,495.389,0.842331
122.110,495.308,0.800489
122.120,494.723,0.774987
122.130,494.649,0.788710
122.140,494.565,0.850572
122.150,494.932,0.912750
122.160,495.597,0.935305
122.170,496.458,0.912733
122.180,496.396,0.844652
122.190,495.300,0.719853
122.200,494.662,0.606337
122.210,494.930,0.610640
122.220,495.389,0.635795
122.230,496.462,0.657985
122.240,496.219,0.704242
122.250,495.976,0.770099
122.260,495.831,0.795366
122.270,495.561,0.865053
122.280,495.179,0.887466
122.290,494.430,0.895398
122.300,493.712,0.899222
122.310,493.380,0.898172
122.320,494.054,0.895138
122.330,496.315,0.875500
122.340,498.449,0.828600
122.350,499.989,0.861464
122.360,500.333,0.890456
122.370,500.139,0.903315
122.380,499.809,0.909615
122.390,499.386,0.912674
122.400,497.322,0.897884
122.410,492.939,0.881613
122.420,487.676,0.887253
122.430,481.496,0.888503
122.440,473.297,0.782742
122.450,456.591,0.680741
122.460,441.550,0.713547
122.470,421.664,0.552849
122.480,405.576,0.820713
122.490,397.951,0.913759
122.500,393.300,0.935331
122.510,390.533,0.918914
122.520,390.602,0.911576
122.530,393.031,0.943624
122.540,395.897,0.920067
122.550,397.471,0.943692
122.560,397.750,0.947050
122.570,397.846,0.947295
122.580,398.571,0.946399
122.590,400.481,0.918367
122.600,403.608,0.907505
122.610,407.823,0.872273
122.620,411.821,0.856515
122.630,414.490,0.825825
122.640,416.400,0.910074
122.650,415.625,0.912310
122.660,412.091,0.903874
122.670,408.152,0.888146
122.680,406.812,0.902988
122.690,406.495,0.910933
122.700,406.567,0.912853
122.710,406.704,0.915596
122.720,406.897,0.907550
122.730,406.395,0.867111
122.740,405.186,0.791630
122.750,402.774,0.798044
122.760,398.546,0.733366
122.770,392.449,0.766486
122.780,388.909,0.848181
122.790,386.448,0.814753
122.800,383.967,0.818974
122.810,382.736,0.799467
122.820,380.829,0.790989
122.830,376.347,0.803766
122.840,375.040,0.841174
122.850,371.603,0.874956
122.860,369.936,0.876843
122.870,367.570,0.922847
122.880,369.147,0.875417
122.890,370.324,0.873939
122.900,372.393,0.894925
122.910,373.935,0.847888
122.920,377.467,0.852377
122.930,379.517,0.895825
122.940,382.711,0.895658
122.950,384.971,0.926238
122.960,388.943,0.911551
122.970,393.992,0.933500
122.980,398.801,0.939687
122.990,400.940,0.933215
123.000,401.909,0.953894
123.010,403.661,0.948967
123.020,404.862,0.909508
123.030,405.532,0.911477
123.040,405.223,0.908599
123.050,405.219,0.898142
123.060,405.500,0.894041
123.070,405.256,0.889413
123.080,403.800,0.909133
123.090,403.053,0.903165
123.100,404.178,0.889513
123.110,405.405,0.885549
123.120,405.755,0.908014
123.130,405.388,0.890012
123.140,406.431,0.890015
123.150,407.422,0.884933
123.160,408.647,0.869401
123.170,408.614,0.847991
123.180,408.590,0.825889
123.190,407.906,0.867761
123.200,406.980,0.865181
123.210,405.860,0.857416
123.220,404.441,0.875953
123.230,402.762,0.883940
123.240,400.632,0.863321
123.250,401.250,0.872195
123.260,401.538,0.877895
123.270,401.878,0.884098
123.280,401.590,0.872049
123.290,401.429,0.842102
123.300,399.196,0.793255
123.310,397.934,0.874783
123.320,399.441,0.856377
123.330,403.098,0.870408
123.340,405.246,0.814865
123.350,406.740,0.798906
123.360,407.393,0.770314
123.370,407.949,0.763842
123.380,407.429,0.789922
123.390,403.090,0.777065
123.400,399.755,0.810660
123.410,397.686,0.767492
123.420,398.013,0.789392
123.430,400.761,0.627726
123.440,401.566,0.685362
123.450,401.338,0.846923
123.460,401.606,0.870359
123.470,405.085,0.787966
123.480,410.191,0.874078
123.490,410.561,0.883537
123.500,409.545,0.739252
123.510,405.771,0.788267
123.520,401.935,0.844664
123.530,398.515,0.825631
123.540,395.259,0.677380
123.550,393.109,0.671966
123.560,392.304,0.731045
